tsr,cd
0.6686588748716176, 0.0496725334425423
1.0051415608972576, 0.07101305067013075
1.5097632066446742, 0.10910283441742297
2.014205681632756, 0.1578308820000578
2.5014989553704794, 0.22479275382257602
2.988945804044775, 0.2826361137862299
3.5103071178783622, 0.3268081049172775
3.76263073866345, 0.34509312080268506
3.9980867122485613, 0.36489468918672463
4.267277980233622, 0.38166315257350014
4.5027595496415, 0.39994496898106235
4.973799475925528, 0.4319493458667545
5.596417864604501, 0.46398251805305335
5.983426704761783, 0.4853326337141779
6.303195318524011, 0.4990711915815338
6.488329904559574, 0.5067051457202185
6.976391052980155, 0.5280744582484138
7.228868248701808, 0.5372409622749565
7.481371040246231, 0.5448877143250221
